year,subfield_id,subfield_name,id,name,us_works_count,fetch_date
2005,2505,Materials Chemistry,T10478,Diamond and Carbon-based Materials Research,1127,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10090,ZnO doping and properties,1099,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10321,Quantum Dots Synthesis And Properties,1049,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10474,Material Dynamics and Properties,1011,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10044,Protein Structure and Dynamics,899,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10083,Graphene research and applications,896,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T12588,Electronic and Structural Properties of Oxides,828,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10204,Microstructure and mechanical properties,804,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10903,Porphyrin and Phthalocyanine Chemistry,793,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10107,Ferroelectric and Piezoelectric Materials,777,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10377,Metal and Thin Film Mechanics,752,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10472,Semiconductor materials and devices,743,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T11242,Nuclear Materials and Properties,715,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T11279,Lanthanide and Transition Metal Complexes,626,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T11825,Catalysis and Oxidation Reactions,588,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T11169,Silicon Nanostructures and Photoluminescence,576,2025-11-20 11:02:29
2005,2505,Materials Chemistry,T10735,Mesoporous Materials and Catalysis,555,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10715,Distributed and Parallel Computing Systems,2699,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10054,Parallel Computing and Optimization Techniques,2463,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10246,Mobile Ad Hoc Networks,2079,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10575,Wireless Communication Networks Research,2033,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10772,Distributed systems and fault tolerance,2013,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T11181,Advanced Data Storage Technologies,1969,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10829,Interconnection Networks and Systems,1916,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10125,Advanced Wireless Communication Techniques,1694,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10796,Cooperative Communication and Network Coding,1641,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10317,Advanced Database Systems and Queries,1597,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10138,Network Traffic and Congestion Control,1485,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10080,Energy Efficient Wireless Sensor Networks,1462,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10742,Peer-to-Peer Network Technologies,1430,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T11158,Wireless Networks and Protocols,1339,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T11478,Caching and Content Delivery,1183,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T11409,Advanced Wireless Network Optimization,1109,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T11896,Opportunistic and Delay-Tolerant Networks,1074,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10400,Network Security and Intrusion Detection,1062,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T12127,Software System Performance and Reliability,1030,2025-11-20 11:02:29
2005,1705,Computer Networks and Communications,T10904,Embedded Systems Design Techniques,915,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10069,Antenna Design and Analysis,1663,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T11367,Particle accelerators and beam dynamics,1436,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T11946,Antenna Design and Optimization,1226,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T11383,Advanced Antenna and Metasurface Technologies,1224,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T13200,Spacecraft and Cryogenic Technologies,1017,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10191,Robotics and Sensor-Based Localization,992,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T12449,Spacecraft Design and Technology,904,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10262,Microwave Engineering and Waveguides,890,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T14214,Space Exploration and Technology,835,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10360,Fluid Dynamics and Turbulent Flows,832,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10597,Nuclear reactor physics and engineering,768,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T11008,Aerodynamics and Acoustics in Jet Flows,742,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T12513,Rocket and propulsion systems research,725,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T12389,Infrared Target Detection Methodologies,708,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T12019,Calibration and Measurement Techniques,685,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10406,Planetary Science and Exploration,658,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10325,Astro and Planetary Science,655,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10173,Computational Fluid Dynamics and Aerodynamics,639,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T11619,Combustion and Detonation Processes,591,2025-11-20 11:02:29
2005,2202,Aerospace Engineering,T10559,Particle Accelerators and Free-Electron Lasers,560,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10044,Protein Structure and Dynamics,1549,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10911,Chemical Synthesis and Analysis,1519,2025-11-20 11:02:29
2005,1312,Molecular Biology,T11162,Enzyme Structure and Function,1375,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10207,Advanced biosensing and bioanalysis techniques,1053,2025-11-20 11:02:29
2005,1312,Molecular Biology,T11786,Geomagnetism and Paleomagnetism Studies,1026,2025-11-20 11:02:29
2005,1312,Molecular Biology,T11048,Bacteriophages and microbial interactions,881,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10683,Mass Spectrometry Techniques and Applications,774,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10521,RNA and protein synthesis mechanisms,750,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10015,Genomics and Phylogenetic Studies,749,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10519,Advanced Proteomics Techniques and Applications,688,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10835,Carbohydrate Chemistry and Synthesis,680,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10211,Computational Drug Discovery Methods,622,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10303,Photosynthetic Processes and Mechanisms,571,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10602,Glycosylation and Glycoproteins Research,570,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10836,Metabolomics and Mass Spectrometry Studies,542,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10432,DNA and Nucleic Acid Chemistry,533,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10407,Lipid Membrane Structure and Behavior,505,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10251,Solar and Space Plasma Dynamics,486,2025-11-20 11:02:29
2005,1312,Molecular Biology,T10159,Ionosphere and magnetosphere dynamics,473,2025-11-20 11:02:29
2005,1312,Molecular Biology,T11791,Microbial Community Ecology and Physiology,459,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10635,Hydraulic Fracturing and Reservoir Analysis,1269,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10998,Heat Transfer and Optimization,750,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T12169,Non-Destructive Testing Techniques,744,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T12784,Modular Robots and Swarm Intelligence,741,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11138,Tribology and Lubrication Engineering,688,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11372,Hydraulic and Pneumatic Systems,636,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11583,Advanced Measurement and Metrology Techniques,630,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11801,Reservoir Engineering and Simulation Methods,551,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10892,Drilling and Well Engineering,537,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10188,Advanced machining processes and optimization,536,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10717,Aluminum Alloys Composites Properties,518,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10672,Design Education and Practice,514,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10850,Heat Transfer and Boiling Studies,508,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T12099,Advanced materials and composites,503,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11945,Heat Transfer Mechanisms,484,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10204,Microstructure and mechanical properties,471,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10700,Metal Forming Simulation Techniques,462,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11201,Metallurgy and Material Forming,461,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T10386,Microstructure and Mechanical Properties of Steels,430,2025-11-20 11:02:29
2005,2210,Mechanical Engineering,T11301,Advanced Surface Polishing Techniques,422,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10325,Astro and Planetary Science,3373,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10039,"Stellar, planetary, and galactic studies",2927,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10159,Ionosphere and magnetosphere dynamics,2148,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10251,Solar and Space Plasma Dynamics,2121,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10477,Astrophysics and Star Formation Studies,2100,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10406,Planetary Science and Exploration,1985,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10026,"Galaxies: Formation, Evolution, Phenomena",1938,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10095,Cosmology and Gravitation Theories,1448,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T11323,Gamma-ray bursts and supernovae,1419,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10744,Astrophysical Phenomena and Observations,1388,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T12917,Astronomy and Astrophysical Research,1316,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10818,Astrophysics and Cosmic Phenomena,961,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10463,Pulsars and Gravitational Waves Research,825,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10025,Black Holes and Theoretical Physics,817,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T11786,Geomagnetism and Paleomagnetism Studies,699,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T12450,Radio Astronomy Observations and Technology,606,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T10346,Magnetic confinement fusion research,463,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T14214,Space Exploration and Technology,456,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T11320,Atmospheric Ozone and Climate,443,2025-11-20 11:02:29
2005,3103,Astronomy and Astrophysics,T11803,Superconducting and THz Device Technology,437,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10472,Semiconductor materials and devices,4152,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10299,Photonic and Optical Devices,3409,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10558,Advancements in Semiconductor Devices and Circuit Design,2309,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10125,Advanced Wireless Communication Techniques,2078,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10913,Molecular Junctions and Nanostructures,1919,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T14117,Integrated Circuits and Semiconductor Failure Analysis,1911,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T11429,Semiconductor Lasers and Optical Devices,1845,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10363,Low-power high-performance VLSI design,1713,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10575,Wireless Communication Networks Research,1626,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10409,Fuel Cells and Related Materials,1601,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10232,Optical Network Technologies,1518,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10187,Radio Frequency Integrated Circuit Design,1393,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T11032,VLSI and Analog Circuit Testing,1381,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T11409,Advanced Wireless Network Optimization,1370,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10796,Cooperative Communication and Network Coding,1314,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10022,Semiconductor Quantum Structures and Devices,1275,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10369,Advanced MEMS and NEMS Technologies,1247,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10559,Particle Accelerators and Free-Electron Lasers,1218,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10148,Advanced MIMO Systems Optimization,1199,2025-11-20 11:02:29
2006,2208,Electrical and Electronic Engineering,T10262,Microwave Engineering and Waveguides,1160,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10412,Microfluidic and Capillary Electrophoresis Applications,1610,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T12386,Advanced X-ray and CT Imaging,1350,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11160,Acoustic Wave Resonator Technologies,1267,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11255,Microfluidic and Bio-sensing Technologies,1256,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T12015,Photoacoustic and Ultrasonic Imaging,1246,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10784,Muscle activation and electromyography studies,1157,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11667,Advanced Chemical Sensor Technologies,1110,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10323,Analog and Mixed-Signal Circuit Design,1075,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11301,Advanced Surface Polishing Techniques,1069,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11272,Nanowire Synthesis and Applications,1021,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10675,Mechanical Circulatory Support Devices,1011,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11808,Superconducting Materials and Applications,992,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10338,Advanced Sensor and Energy Harvesting Materials,947,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T12224,Nanofabrication and Lithography Techniques,859,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10059,Bone Tissue Engineering Materials,834,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11190,3D Printing in Biomedical Research,824,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10522,Medical Imaging Techniques and Applications,770,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T10958,Ultrasound and Hyperthermia Applications,763,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11407,Innovative Microfluidic and Catalytic Techniques Innovation,747,2025-11-20 11:02:29
2006,2204,Biomedical Engineering,T11582,Nanopore and Nanochannel Transport Studies,732,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10074,Carbon Nanotubes in Composites,1825,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T11162,Enzyme Structure and Function,1663,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10192,Catalytic Processes in Materials Science,1564,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10090,ZnO doping and properties,1254,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10478,Diamond and Carbon-based Materials Research,1164,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10321,Quantum Dots Synthesis And Properties,1149,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10474,Material Dynamics and Properties,1042,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T12588,Electronic and Structural Properties of Oxides,1033,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10107,Ferroelectric and Piezoelectric Materials,1031,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10083,Graphene research and applications,1030,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10044,Protein Structure and Dynamics,927,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T11878,Solid-state spectroscopy and crystallography,921,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T11242,Nuclear Materials and Properties,885,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10472,Semiconductor materials and devices,858,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10204,Microstructure and mechanical properties,820,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10377,Metal and Thin Film Mechanics,800,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10939,Crystal Structures and Properties,789,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T12613,X-ray Diffraction in Crystallography,737,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10903,Porphyrin and Phthalocyanine Chemistry,734,2025-11-20 11:02:29
2006,2505,Materials Chemistry,T10311,Advancements in Solid Oxide Fuel Cells,703,2025-11-20 11:02:29
2006,3107,"Atomic and Molecular Physics, and Optics",T10002,Advanced Chemical Physics Studies,2676,2025-11-20 11:02:29
2006,3107,"Atomic and Molecular Physics, and Optics",T10923,Force Microscopy Techniques and Applications,2142,2025-11-20 11:02:29
2006,3107,"Atomic and Molecular Physics, and Optics",T11177,Spectroscopy and Quantum Chemical Studies,2114,2025-11-20 11:02:29
2006,3107,"Atomic and Molecular Physics, and Optics",T10299,Photonic and Optical Devices,1838,2025-11-20 11:02:29
